Type,Anal.,Sample Name,Sample ID,Treatment,Origin,Originc,Cal. Curve,Manual Dilution,Date / Time,Spl. No.,Inj. No.,Analysis(Inj.),Area,Mean Area,Conc.,Mean Conc.,Result,NPOC_ppm,TN_ppm,SD Area,SD Conc,Vial,Excluded,Inj. Vol.
Unknown,NPOC/TN,66,MI2_Di2,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 20:19,1,1,NPOC,"112,0","152,7","7,832","10,43",NPOC:10.43 TN:0.4190,10.43,0.419,"0,5292","0,03378",21,1,150
Unknown,NPOC/TN,66,MI2_Di2,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 20:23,1,2,NPOC,"152,9","152,7","10,44","10,43",NPOC:10.43 TN:0.4190,10.43,0.419,"0,5292","0,03378",21,0,150
Unknown,NPOC/TN,66,MI2_Di2,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 20:26,1,3,NPOC,"152,1","152,7","10,39","10,43",NPOC:10.43 TN:0.4190,10.43,0.419,"0,5292","0,03378",21,0,150
Unknown,NPOC/TN,66,MI2_Di2,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 20:30,1,4,NPOC,"153,1","152,7","10,46","10,43",NPOC:10.43 TN:0.4190,10.43,0.419,"0,5292","0,03378",21,0,150
Unknown,NPOC/TN,66,MI2_Di2,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 20:19,1,1,TN,"8,738","11,01","0,3421","0,4190",NPOC:10.43 TN:0.4190,10.43,0.419,"1,974","0,06670",21,0,150
Unknown,NPOC/TN,66,MI2_Di2,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 20:23,1,2,TN,"12,28","11,01","0,4618","0,4190",NPOC:10.43 TN:0.4190,10.43,0.419,"1,974","0,06670",21,0,150
Unknown,NPOC/TN,66,MI2_Di2,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 20:26,1,3,TN,"12,02","11,01","0,4530","0,4190",NPOC:10.43 TN:0.4190,10.43,0.419,"1,974","0,06670",21,0,150
Unknown,NPOC/TN,67,MI2_Di3,Di,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 20:36,1,1,NPOC,"133,6","143,3","9,212","9,833",NPOC:9.833 TN:0.4248,9.833,0.4248,"0,7234","0,04619",22,1,150
Unknown,NPOC/TN,67,MI2_Di3,Di,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 20:40,1,2,NPOC,"143,7","143,3","9,856","9,833",NPOC:9.833 TN:0.4248,9.833,0.4248,"0,7234","0,04619",22,0,150
Unknown,NPOC/TN,67,MI2_Di3,Di,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 20:44,1,3,NPOC,"142,5","143,3","9,780","9,833",NPOC:9.833 TN:0.4248,9.833,0.4248,"0,7234","0,04619",22,0,150
Unknown,NPOC/TN,67,MI2_Di3,Di,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 20:48,1,4,NPOC,"143,8","143,3","9,863","9,833",NPOC:9.833 TN:0.4248,9.833,0.4248,"0,7234","0,04619",22,0,150
Unknown,NPOC/TN,67,MI2_Di3,Di,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 20:36,1,1,TN,"10,46","11,18","0,4003","0,4248",NPOC:9.833 TN:0.4248,9.833,0.4248,"0,6691","0,02260",22,0,150
Unknown,NPOC/TN,67,MI2_Di3,Di,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 20:40,1,2,TN,"11,78","11,18","0,4449","0,4248",NPOC:9.833 TN:0.4248,9.833,0.4248,"0,6691","0,02260",22,0,150
Unknown,NPOC/TN,67,MI2_Di3,Di,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 20:44,1,3,TN,"11,31","11,18","0,4290","0,4248",NPOC:9.833 TN:0.4248,9.833,0.4248,"0,6691","0,02260",22,0,150
Unknown,NPOC/TN,68,MI2_Di4,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 20:53,1,1,NPOC,"0,7779","156,4","0,7313","10,67",NPOC:10.67 TN:0.4709,10.67,0.4709,"0,4726","0,03017",23,1,150
Unknown,NPOC/TN,68,MI2_Di4,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 20:56,1,2,NPOC,"156,6","156,4","10,68","10,67",NPOC:10.67 TN:0.4709,10.67,0.4709,"0,4726","0,03017",23,0,150
Unknown,NPOC/TN,68,MI2_Di4,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 21:00,1,3,NPOC,"156,8","156,4","10,69","10,67",NPOC:10.67 TN:0.4709,10.67,0.4709,"0,4726","0,03017",23,0,150
Unknown,NPOC/TN,68,MI2_Di4,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 21:04,1,4,NPOC,"155,9","156,4","10,64","10,67",NPOC:10.67 TN:0.4709,10.67,0.4709,"0,4726","0,03017",23,0,150
Unknown,NPOC/TN,68,MI2_Di4,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 20:53,1,1,TN,"0,000","12,55","0,04694","0,4709",NPOC:10.67 TN:0.4709,10.67,0.4709,"0,2706","0,00914",23,1,150
Unknown,NPOC/TN,68,MI2_Di4,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 20:56,1,2,TN,"12,53","12,55","0,4703","0,4709",NPOC:10.67 TN:0.4709,10.67,0.4709,"0,2706","0,00914",23,0,150
Unknown,NPOC/TN,68,MI2_Di4,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 21:00,1,3,TN,"12,29","12,55","0,4621","0,4709",NPOC:10.67 TN:0.4709,10.67,0.4709,"0,2706","0,00914",23,0,150
Unknown,NPOC/TN,68,MI2_Di4,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 21:04,1,4,TN,"12,83","12,55","0,4804","0,4709",NPOC:10.67 TN:0.4709,10.67,0.4709,"0,2706","0,00914",23,0,150
Unknown,NPOC/TN,69,MI2_Di5,Di,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 21:10,1,1,NPOC,"142,5","144,2","9,780","9,890",NPOC:9.890 TN:0.4588,9.89,0.4588,"1,531","0,09774",24,0,150
Unknown,NPOC/TN,69,MI2_Di5,Di,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 21:14,1,2,NPOC,"144,8","144,2","9,927","9,890",NPOC:9.890 TN:0.4588,9.89,0.4588,"1,531","0,09774",24,0,150
Unknown,NPOC/TN,69,MI2_Di5,Di,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 21:18,1,3,NPOC,"145,4","144,2","9,965","9,890",NPOC:9.890 TN:0.4588,9.89,0.4588,"1,531","0,09774",24,0,150
Unknown,NPOC/TN,69,MI2_Di5,Di,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 21:10,1,1,TN,"11,81","12,19","0,4459","0,4588",NPOC:9.890 TN:0.4588,9.89,0.4588,"0,4386","0,01482",24,0,150
Unknown,NPOC/TN,69,MI2_Di5,Di,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 21:14,1,2,TN,"12,09","12,19","0,4554","0,4588",NPOC:9.890 TN:0.4588,9.89,0.4588,"0,4386","0,01482",24,0,150
Unknown,NPOC/TN,69,MI2_Di5,Di,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 21:18,1,3,TN,"12,67","12,19","0,4750","0,4588",NPOC:9.890 TN:0.4588,9.89,0.4588,"0,4386","0,01482",24,0,150
Unknown,NPOC/TN,80,MI2_Di6,Di,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 21:24,1,1,NPOC,"129,6","135,1","8,956","9,307",NPOC:9.307 TN:0.4286,9.307,0.4286,"0,4359","0,02783",25,1,150
Unknown,NPOC/TN,80,MI2_Di6,Di,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 21:27,1,2,NPOC,"135,3","135,1","9,320","9,307",NPOC:9.307 TN:0.4286,9.307,0.4286,"0,4359","0,02783",25,0,150
Unknown,NPOC/TN,80,MI2_Di6,Di,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 21:31,1,3,NPOC,"134,6","135,1","9,275","9,307",NPOC:9.307 TN:0.4286,9.307,0.4286,"0,4359","0,02783",25,0,150
Unknown,NPOC/TN,80,MI2_Di6,Di,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 21:35,1,4,NPOC,"135,4","135,1","9,326","9,307",NPOC:9.307 TN:0.4286,9.307,0.4286,"0,4359","0,02783",25,0,150
Unknown,NPOC/TN,80,MI2_Di6,Di,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 21:24,1,1,TN,"11,07","11,30","0,4209","0,4286",NPOC:9.307 TN:0.4286,9.307,0.4286,"0,2053","0,00693",25,0,150
Unknown,NPOC/TN,80,MI2_Di6,Di,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 21:27,1,2,TN,"11,47","11,30","0,4344","0,4286",NPOC:9.307 TN:0.4286,9.307,0.4286,"0,2053","0,00693",25,0,150
Unknown,NPOC/TN,80,MI2_Di6,Di,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 21:31,1,3,TN,"11,35","11,30","0,4304","0,4286",NPOC:9.307 TN:0.4286,9.307,0.4286,"0,2053","0,00693",25,0,150
Unknown,NPOC/TN,81,MI2_Di7,Di,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 21:41,1,1,NPOC,"51,53","137,6","3,972","9,469",NPOC:9.469 TN:0.4240,9.469,0.424,"0,4509","0,02879",26,1,150
Unknown,NPOC/TN,81,MI2_Di7,Di,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 21:44,1,2,NPOC,"138,1","137,6","9,499","9,469",NPOC:9.469 TN:0.4240,9.469,0.424,"0,4509","0,02879",26,0,150
Unknown,NPOC/TN,81,MI2_Di7,Di,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 21:48,1,3,NPOC,"137,2","137,6","9,441","9,469",NPOC:9.469 TN:0.4240,9.469,0.424,"0,4509","0,02879",26,0,150
Unknown,NPOC/TN,81,MI2_Di7,Di,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 21:52,1,4,NPOC,"137,6","137,6","9,467","9,469",NPOC:9.469 TN:0.4240,9.469,0.424,"0,4509","0,02879",26,0,150
Unknown,NPOC/TN,81,MI2_Di7,Di,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 21:41,1,1,TN,"4,411","11,16","0,1960","0,4240",NPOC:9.469 TN:0.4240,9.469,0.424,"0,1803","0,00609",26,1,150
Unknown,NPOC/TN,81,MI2_Di7,Di,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 21:44,1,2,TN,"10,96","11,16","0,4172","0,4240",NPOC:9.469 TN:0.4240,9.469,0.424,"0,1803","0,00609",26,0,150
Unknown,NPOC/TN,81,MI2_Di7,Di,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 21:48,1,3,TN,"11,31","11,16","0,4290","0,4240",NPOC:9.469 TN:0.4240,9.469,0.424,"0,1803","0,00609",26,0,150
Unknown,NPOC/TN,81,MI2_Di7,Di,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 21:52,1,4,TN,"11,21","11,16","0,4257","0,4240",NPOC:9.469 TN:0.4240,9.469,0.424,"0,1803","0,00609",26,0,150
Unknown,NPOC/TN,82,MI2_Di8,Di,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 21:57,1,1,NPOC,"0,5843","136,6","0,7189","9,401",NPOC:9.401 TN:0.4386,9.401,0.4386,"1,007","0,06427",27,1,150
Unknown,NPOC/TN,82,MI2_Di8,Di,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 22:01,1,2,NPOC,"136,7","136,6","9,409","9,401",NPOC:9.401 TN:0.4386,9.401,0.4386,"1,007","0,06427",27,0,150
Unknown,NPOC/TN,82,MI2_Di8,Di,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 22:05,1,3,NPOC,"135,5","136,6","9,333","9,401",NPOC:9.401 TN:0.4386,9.401,0.4386,"1,007","0,06427",27,0,150
Unknown,NPOC/TN,82,MI2_Di8,Di,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 22:09,1,4,NPOC,"137,5","136,6","9,461","9,401",NPOC:9.401 TN:0.4386,9.401,0.4386,"1,007","0,06427",27,0,150
Unknown,NPOC/TN,82,MI2_Di8,Di,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 21:57,1,1,TN,"0,000","11,59","0,04694","0,4386",NPOC:9.401 TN:0.4386,9.401,0.4386,"0,1102","0,00372",27,1,150
Unknown,NPOC/TN,82,MI2_Di8,Di,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 22:01,1,2,TN,"11,54","11,59","0,4368","0,4386",NPOC:9.401 TN:0.4386,9.401,0.4386,"0,1102","0,00372",27,0,150
Unknown,NPOC/TN,82,MI2_Di8,Di,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 22:05,1,3,TN,"11,72","11,59","0,4429","0,4386",NPOC:9.401 TN:0.4386,9.401,0.4386,"0,1102","0,00372",27,0,150
Unknown,NPOC/TN,82,MI2_Di8,Di,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 22:09,1,4,TN,"11,52","11,59","0,4361","0,4386",NPOC:9.401 TN:0.4386,9.401,0.4386,"0,1102","0,00372",27,0,150
Unknown,NPOC/TN,83,MI2_Di9,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 22:14,1,1,NPOC,"0,7407","153,4","0,7289","10,48",NPOC:10.48 TN:0.3219,10.48,0.3219,"0,4041","0,02580",28,1,150
Unknown,NPOC/TN,83,MI2_Di9,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 22:17,1,2,NPOC,"153,5","153,4","10,48","10,48",NPOC:10.48 TN:0.3219,10.48,0.3219,"0,4041","0,02580",28,0,150
Unknown,NPOC/TN,83,MI2_Di9,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 22:21,1,3,NPOC,"153,0","153,4","10,45","10,48",NPOC:10.48 TN:0.3219,10.48,0.3219,"0,4041","0,02580",28,0,150
Unknown,NPOC/TN,83,MI2_Di9,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 22:25,1,4,NPOC,"153,8","153,4","10,50","10,48",NPOC:10.48 TN:0.3219,10.48,0.3219,"0,4041","0,02580",28,0,150
Unknown,NPOC/TN,83,MI2_Di9,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 22:14,1,1,TN,"0,000","8,140","0,04694","0,3219",NPOC:10.48 TN:0.3219,10.48,0.3219,"7,052","0,2382",28,0,150
Unknown,NPOC/TN,83,MI2_Di9,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 22:17,1,2,TN,"12,03","8,140","0,4534","0,3219",NPOC:10.48 TN:0.3219,10.48,0.3219,"7,052","0,2382",28,0,150
Unknown,NPOC/TN,83,MI2_Di9,Di,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 22:21,1,3,TN,"12,39","8,140","0,4655","0,3219",NPOC:10.48 TN:0.3219,10.48,0.3219,"7,052","0,2382",28,0,150
Unknown,NPOC/TN,84 MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 22:31,1,1,NPOC,"18,62","15,38","1,870","1,664",NPOC:1.664 TN:0.07200,1.664,0.072,"0,5508","0,03517",29,1,150
Unknown,NPOC/TN,84 MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 22:34,1,2,NPOC,"16,00","15,38","1,703","1,664",NPOC:1.664 TN:0.07200,1.664,0.072,"0,5508","0,03517",29,0,150
Unknown,NPOC/TN,84 MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 22:38,1,3,NPOC,"15,21","15,38","1,653","1,664",NPOC:1.664 TN:0.07200,1.664,0.072,"0,5508","0,03517",29,0,150
Unknown,NPOC/TN,84 MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 22:41,1,4,NPOC,"14,94","15,38","1,635","1,664",NPOC:1.664 TN:0.07200,1.664,0.072,"0,5508","0,03517",29,0,150
Unknown,NPOC/TN,84 MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 22:31,1,1,TN,"0,8925","0,7418","0,07709","0,07200",NPOC:1.664 TN:0.07200,1.664,0.072,"0,3572","0,01207",29,0,150
Unknown,NPOC/TN,84 MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 22:34,1,2,TN,"0,9990","0,7418","0,08069","0,07200",NPOC:1.664 TN:0.07200,1.664,0.072,"0,3572","0,01207",29,0,150
Unknown,NPOC/TN,84 MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 22:38,1,3,TN,"0,3339","0,7418","0,05822","0,07200",NPOC:1.664 TN:0.07200,1.664,0.072,"0,3572","0,01207",29,0,150
Unknown,NPOC/TN,85,MI2_Add1,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 22:46,1,1,NPOC,"0,6324","148,1","0,7220","10,14",NPOC:10.14 TN:0.3571,10.14,0.3571,"37,33","2,383",30,1,150
Unknown,NPOC/TN,85,MI2_Add1,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 22:50,1,2,NPOC,"105,0","148,1","7,386","10,14",NPOC:10.14 TN:0.3571,10.14,0.3571,"37,33","2,383",30,0,150
