Type,Anal.,Sample Name,Sample ID,Treatment,Origin,Originc,Cal. Curve,Manual Dilution,Date / Time,Spl. No.,Inj. No.,Analysis(Inj.),Area,Mean Area,Conc.,Mean Conc.,Result,NPOC_ppm,TN_ppm,SD Area,SD Conc,Vial,Excluded,Inj. Vol.
Unknown,NPOC/TN,3,MI2_Con1,Con,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 17:37,1,3,TN,"14,89","12,18","0,5500","0,4583",NPOC:19.68 TN:0.4583,19.68,0.4583,"4,762","0,1609",10,0,150
Unknown,NPOC/TN,2,MI2_Con2,Con,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 17:46,1,1,NPOC,"0,9941","834,7","0,7451","53,98",NPOC:53.98 TN:0.4034,53.98,0.4034,"2,272","0,1451",11,1,150
Unknown,NPOC/TN,2,MI2_Con2,Con,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 17:50,1,2,NPOC,"835,1","834,7","54,00","53,98",NPOC:53.98 TN:0.4034,53.98,0.4034,"2,272","0,1451",11,0,150
Unknown,NPOC/TN,2,MI2_Con2,Con,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 17:54,1,3,NPOC,"836,8","834,7","54,11","53,98",NPOC:53.98 TN:0.4034,53.98,0.4034,"2,272","0,1451",11,0,150
Unknown,NPOC/TN,2,MI2_Con2,Con,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 17:58,1,4,NPOC,"832,3","834,7","53,82","53,98",NPOC:53.98 TN:0.4034,53.98,0.4034,"2,272","0,1451",11,0,150
Unknown,NPOC/TN,2,MI2_Con2,Con,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 17:46,1,1,TN,"0,000","10,55","0,04694","0,4034",NPOC:53.98 TN:0.4034,53.98,0.4034,"9,141","0,3088",11,0,150
Unknown,NPOC/TN,2,MI2_Con2,Con,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 17:50,1,2,TN,"15,54","10,55","0,5719","0,4034",NPOC:53.98 TN:0.4034,53.98,0.4034,"9,141","0,3088",11,0,150
Unknown,NPOC/TN,2,MI2_Con2,Con,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 17:54,1,3,TN,"16,11","10,55","0,5912","0,4034",NPOC:53.98 TN:0.4034,53.98,0.4034,"9,141","0,3088",11,0,150
Unknown,NPOC/TN,1,MI2_Con3,Con,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 18:03,1,1,NPOC,"133,4","301,8","9,199","19,95",NPOC:19.95 TN:0.4467,19.95,0.4467,"0,4163","0,02658",12,1,150
Unknown,NPOC/TN,1,MI2_Con3,Con,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 18:07,1,2,NPOC,"302,3","301,8","19,98","19,95",NPOC:19.95 TN:0.4467,19.95,0.4467,"0,4163","0,02658",12,0,150
Unknown,NPOC/TN,1,MI2_Con3,Con,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 18:11,1,3,NPOC,"301,5","301,8","19,93","19,95",NPOC:19.95 TN:0.4467,19.95,0.4467,"0,4163","0,02658",12,0,150
Unknown,NPOC/TN,1,MI2_Con3,Con,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 18:15,1,4,NPOC,"301,7","301,8","19,94","19,95",NPOC:19.95 TN:0.4467,19.95,0.4467,"0,4163","0,02658",12,0,150
Unknown,NPOC/TN,1,MI2_Con3,Con,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 18:03,1,1,TN,"6,089","11,83","0,2527","0,4467",NPOC:19.95 TN:0.4467,19.95,0.4467,"4,978","0,1682",12,0,150
Unknown,NPOC/TN,1,MI2_Con3,Con,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 18:07,1,2,TN,"14,52","11,83","0,5375","0,4467",NPOC:19.95 TN:0.4467,19.95,0.4467,"4,978","0,1682",12,0,150
Unknown,NPOC/TN,1,MI2_Con3,Con,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 18:11,1,3,TN,"14,89","11,83","0,5500","0,4467",NPOC:19.95 TN:0.4467,19.95,0.4467,"4,978","0,1682",12,0,150
Unknown,NPOC/TN,73,MI2_Con4,Con,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 18:20,1,1,NPOC,"0,6969","260,8","0,7261","17,33",NPOC:17.33 TN:0.4129,17.33,0.4129,"0,3512","0,02242",13,1,150
Unknown,NPOC/TN,73,MI2_Con4,Con,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 18:24,1,2,NPOC,"260,8","260,8","17,33","17,33",NPOC:17.33 TN:0.4129,17.33,0.4129,"0,3512","0,02242",13,0,150
Unknown,NPOC/TN,73,MI2_Con4,Con,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 18:28,1,3,NPOC,"260,5","260,8","17,31","17,33",NPOC:17.33 TN:0.4129,17.33,0.4129,"0,3512","0,02242",13,0,150
Unknown,NPOC/TN,73,MI2_Con4,Con,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 18:32,1,4,NPOC,"261,2","260,8","17,36","17,33",NPOC:17.33 TN:0.4129,17.33,0.4129,"0,3512","0,02242",13,0,150
Unknown,NPOC/TN,73,MI2_Con4,Con,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 18:20,1,1,TN,"0,000","10,83","0,04694","0,4129",NPOC:17.33 TN:0.4129,17.33,0.4129,"9,383","0,3170",13,0,150
Unknown,NPOC/TN,73,MI2_Con4,Con,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 18:24,1,2,TN,"16,36","10,83","0,5997","0,4129",NPOC:17.33 TN:0.4129,17.33,0.4129,"9,383","0,3170",13,0,150
Unknown,NPOC/TN,73,MI2_Con4,Con,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 18:28,1,3,TN,"16,14","10,83","0,5922","0,4129",NPOC:17.33 TN:0.4129,17.33,0.4129,"9,383","0,3170",13,0,150
Unknown,NPOC/TN,74,MI2_Con5,Con,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 18:37,1,1,NPOC,"0,5217","274,3","0,7149","18,19",NPOC:18.19 TN:0.5667,18.19,0.5667,"1,513","0,09662",14,1,150
Unknown,NPOC/TN,74,MI2_Con5,Con,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 18:41,1,2,NPOC,"275,5","274,3","18,27","18,19",NPOC:18.19 TN:0.5667,18.19,0.5667,"1,513","0,09662",14,0,150
Unknown,NPOC/TN,74,MI2_Con5,Con,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 18:45,1,3,NPOC,"274,8","274,3","18,23","18,19",NPOC:18.19 TN:0.5667,18.19,0.5667,"1,513","0,09662",14,0,150
Unknown,NPOC/TN,74,MI2_Con5,Con,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 18:49,1,4,NPOC,"272,6","274,3","18,09","18,19",NPOC:18.19 TN:0.5667,18.19,0.5667,"1,513","0,09662",14,0,150
Unknown,NPOC/TN,74,MI2_Con5,Con,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 18:37,1,1,TN,"0,000","15,38","0,04694","0,5667",NPOC:18.19 TN:0.5667,18.19,0.5667,"0,1677","0,00567",14,1,150
Unknown,NPOC/TN,74,MI2_Con5,Con,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 18:41,1,2,TN,"15,47","15,38","0,5696","0,5667",NPOC:18.19 TN:0.5667,18.19,0.5667,"0,1677","0,00567",14,0,150
Unknown,NPOC/TN,74,MI2_Con5,Con,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 18:45,1,3,TN,"15,19","15,38","0,5601","0,5667",NPOC:18.19 TN:0.5667,18.19,0.5667,"0,1677","0,00567",14,0,150
Unknown,NPOC/TN,74,MI2_Con5,Con,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 18:49,1,4,TN,"15,49","15,38","0,5703","0,5667",NPOC:18.19 TN:0.5667,18.19,0.5667,"0,1677","0,00567",14,0,150
Unknown,NPOC/TN,75,MI2_Con6,Con,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 18:55,1,1,NPOC,"175,1","177,3","11,86","12,00",NPOC:12.00 TN:0.5512,12,0.5512,"1,877","0,1198",15,0,150
Unknown,NPOC/TN,75,MI2_Con6,Con,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 18:59,1,2,NPOC,"178,3","177,3","12,07","12,00",NPOC:12.00 TN:0.5512,12,0.5512,"1,877","0,1198",15,0,150
Unknown,NPOC/TN,75,MI2_Con6,Con,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 19:03,1,3,NPOC,"178,4","177,3","12,07","12,00",NPOC:12.00 TN:0.5512,12,0.5512,"1,877","0,1198",15,0,150
Unknown,NPOC/TN,75,MI2_Con6,Con,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 18:55,1,1,TN,"14,59","14,93","0,5399","0,5512",NPOC:12.00 TN:0.5512,12,0.5512,"0,3453","0,01167",15,0,150
Unknown,NPOC/TN,75,MI2_Con6,Con,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 18:59,1,2,TN,"14,91","14,93","0,5507","0,5512",NPOC:12.00 TN:0.5512,12,0.5512,"0,3453","0,01167",15,0,150
Unknown,NPOC/TN,75,MI2_Con6,Con,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 19:03,1,3,TN,"15,28","14,93","0,5632","0,5512",NPOC:12.00 TN:0.5512,12,0.5512,"0,3453","0,01167",15,0,150
Unknown,NPOC/TN,69,MI2_Con7,Con,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 19:09,1,1,NPOC,"545,1","543,5","35,48","35,38",NPOC:35.38 TN:0.5548,35.38,0.5548,"1,656","0,1057",16,0,150
Unknown,NPOC/TN,69,MI2_Con7,Con,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 19:13,1,2,NPOC,"543,7","543,5","35,39","35,38",NPOC:35.38 TN:0.5548,35.38,0.5548,"1,656","0,1057",16,0,150
Unknown,NPOC/TN,69,MI2_Con7,Con,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 19:16,1,3,NPOC,"541,8","543,5","35,27","35,38",NPOC:35.38 TN:0.5548,35.38,0.5548,"1,656","0,1057",16,0,150
Unknown,NPOC/TN,69,MI2_Con7,Con,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 19:09,1,1,TN,"14,99","15,03","0,5534","0,5548",NPOC:35.38 TN:0.5548,35.38,0.5548,"0,1115","0,00377",16,0,150
Unknown,NPOC/TN,69,MI2_Con7,Con,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 19:13,1,2,TN,"14,95","15,03","0,5520","0,5548",NPOC:35.38 TN:0.5548,35.38,0.5548,"0,1115","0,00377",16,0,150
Unknown,NPOC/TN,69,MI2_Con7,Con,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 19:16,1,3,TN,"15,16","15,03","0,5591","0,5548",NPOC:35.38 TN:0.5548,35.38,0.5548,"0,1115","0,00377",16,0,150
Unknown,NPOC/TN,70,MI2_Con8,Con,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 19:23,1,1,NPOC,"770,1","768,1","49,85","49,72",NPOC:49.72 TN:0.5553,49.72,0.5553,"2,291","0,1463",17,0,150
Unknown,NPOC/TN,70,MI2_Con8,Con,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 19:26,1,2,NPOC,"768,6","768,1","49,75","49,72",NPOC:49.72 TN:0.5553,49.72,0.5553,"2,291","0,1463",17,0,150
Unknown,NPOC/TN,70,MI2_Con8,Con,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 19:30,1,3,NPOC,"765,6","768,1","49,56","49,72",NPOC:49.72 TN:0.5553,49.72,0.5553,"2,291","0,1463",17,0,150
Unknown,NPOC/TN,70,MI2_Con8,Con,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 19:23,1,1,TN,"14,98","15,05","0,5530","0,5553",NPOC:49.72 TN:0.5553,49.72,0.5553,"0,1242","0,00420",17,0,150
Unknown,NPOC/TN,70,MI2_Con8,Con,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 19:26,1,2,TN,"15,19","15,05","0,5601","0,5553",NPOC:49.72 TN:0.5553,49.72,0.5553,"0,1242","0,00420",17,0,150
Unknown,NPOC/TN,70,MI2_Con8,Con,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 19:30,1,3,TN,"14,97","15,05","0,5527","0,5553",NPOC:49.72 TN:0.5553,49.72,0.5553,"0,1242","0,00420",17,0,150
Unknown,NPOC/TN,71,MI2_Con9,Con,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 19:36,1,1,NPOC,"506,8","513,1","33,04","33,44",NPOC:33.44 TN:0.5732,33.44,0.5732,"5,501","0,3512",18,0,150
Unknown,NPOC/TN,71,MI2_Con9,Con,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 19:40,1,2,NPOC,"517,1","513,1","33,70","33,44",NPOC:33.44 TN:0.5732,33.44,0.5732,"5,501","0,3512",18,0,150
Unknown,NPOC/TN,71,MI2_Con9,Con,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 19:44,1,3,NPOC,"515,3","513,1","33,58","33,44",NPOC:33.44 TN:0.5732,33.44,0.5732,"5,501","0,3512",18,0,150
Unknown,NPOC/TN,71,MI2_Con9,Con,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 19:36,1,1,TN,"15,35","15,58","0,5655","0,5732",NPOC:33.44 TN:0.5732,33.44,0.5732,"0,2470","0,00835",18,0,150
Unknown,NPOC/TN,71,MI2_Con9,Con,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 19:40,1,2,TN,"15,84","15,58","0,5821","0,5732",NPOC:33.44 TN:0.5732,33.44,0.5732,"0,2470","0,00835",18,0,150
Unknown,NPOC/TN,71,MI2_Con9,Con,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 19:44,1,3,TN,"15,54","15,58","0,5719","0,5732",NPOC:33.44 TN:0.5732,33.44,0.5732,"0,2470","0,00835",18,0,150
Unknown,NPOC/TN,72MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 19:49,1,1,NPOC,"21,33","18,11","2,043","1,838",NPOC:1.838 TN:0.05781,1.838,0.05781,"0,6955","0,04440",19,1,150
Unknown,NPOC/TN,72MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 19:53,1,2,NPOC,"18,90","18,11","1,888","1,838",NPOC:1.838 TN:0.05781,1.838,0.05781,"0,6955","0,04440",19,0,150
Unknown,NPOC/TN,72MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 19:56,1,3,NPOC,"17,59","18,11","1,805","1,838",NPOC:1.838 TN:0.05781,1.838,0.05781,"0,6955","0,04440",19,0,150
Unknown,NPOC/TN,72MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 19:59,1,4,NPOC,"17,84","18,11","1,821","1,838",NPOC:1.838 TN:0.05781,1.838,0.05781,"0,6955","0,04440",19,0,150
Unknown,NPOC/TN,72MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 19:49,1,1,TN,"0,4869","0,3218","0,06339","0,05781",NPOC:1.838 TN:0.05781,1.838,0.05781,"0,2787","0,00942",19,0,150
Unknown,NPOC/TN,72MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 19:53,1,2,TN,"0,000","0,3218","0,04694","0,05781",NPOC:1.838 TN:0.05781,1.838,0.05781,"0,2787","0,00942",19,0,150
Unknown,NPOC/TN,72MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 19:56,1,3,TN,"0,4785","0,3218","0,06310","0,05781",NPOC:1.838 TN:0.05781,1.838,0.05781,"0,2787","0,00942",19,0,150
Unknown,NPOC/TN,65,MI2_Di1,Di,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 20:05,1,1,NPOC,"131,3","133,2","9,065","9,186",NPOC:9.186 TN:0.4150,9.186,0.415,"1,682","0,1074",20,0,150
Unknown,NPOC/TN,65,MI2_Di1,Di,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 20:09,1,2,NPOC,"133,8","133,2","9,224","9,186",NPOC:9.186 TN:0.4150,9.186,0.415,"1,682","0,1074",20,0,150
Unknown,NPOC/TN,65,MI2_Di1,Di,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 20:13,1,3,NPOC,"134,5","133,2","9,269","9,186",NPOC:9.186 TN:0.4150,9.186,0.415,"1,682","0,1074",20,0,150
Unknown,NPOC/TN,65,MI2_Di1,Di,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 20:05,1,1,TN,"10,56","10,89","0,4037","0,4150",NPOC:9.186 TN:0.4150,9.186,0.415,"0,3089","0,01044",20,0,150
Unknown,NPOC/TN,65,MI2_Di1,Di,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 20:09,1,2,TN,"11,17","10,89","0,4243","0,4150",NPOC:9.186 TN:0.4150,9.186,0.415,"0,3089","0,01044",20,0,150
Unknown,NPOC/TN,65,MI2_Di1,Di,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 20:13,1,3,TN,"10,95","10,89","0,4169","0,4150",NPOC:9.186 TN:0.4150,9.186,0.415,"0,3089","0,01044",20,0,150
